Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Alejandro Remiro,RSO,LIGA,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,743,1083,0,9,277,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,40,1,127,0,12,0,347,127,0,0,0,0,0,0,0,0,0,0,0,0,38,14,68,41,27,17,0,5,1,20,20,6,264,0,0,0,0,0,1
Bruno Ecuele Manga,DIJ,FRAN,D,38,3420,38,0,0,3,0,0,2,0,0,0,0,31,8,57,2,0,1,0,1,0,33,52,38,17,26,1660,1961,0,127,257,11,214,2,1,31,8,2,0,0,0,0,0,6,0,2428,40,75,101,337,3,12,1,331,242,0,0,0,0,0,0,0,0,4,0,0,0,73,6,0,0,0,0,1,0,0,162,162,0,159,0,0,1,0,1,13
Alban Lafont,NAN,FRAN,G,38,3420,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,531,990,0,16,301,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,50,2,158,0,14,0,472,159,0,0,0,0,0,0,0,0,0,0,0,0,55,5,114,77,37,10,1,12,1,32,32,18,220,0,0,0,0,0,0
Emiliano Martinez,AVL,EPL,G,38,3420,38,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,3,3,1,8,709,1134,0,11,356,0,22,1,1,0,0,0,0,0,0,0,0,0,0,1541,0,53,3,175,0,5,0,440,177,0,0,0,0,0,0,0,0,0,0,0,0,46,15,142,81,60,12,0,6,1,14,14,4,265,0,0,0,0,0,0
Pierre-Emile Hojbjerg,TOT,EPL,M,38,3420,38,0,0,9,0,0,2,4,0,4,0,14,7,48,6,1,16,4,10,2,9,98,51,69,53,2448,2765,1,44,296,23,217,0,0,4,4,1,10,3,1,0,0,20,0,3259,22,397,209,1187,2,47,0,395,314,0,0,0,0,0,0,0,0,3,0,0,0,45,12,0,0,0,0,1,0,0,64,64,0,108,1,0,0,1,1,32
Benoit Costil,GIR,FRAN,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,795,1182,0,8,299,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1492,0,46,2,177,0,6,0,391,176,0,0,0,0,0,0,0,0,2,0,0,0,56,14,103,65,36,7,0,8,1,29,29,12,335,0,1,0,0,0,3
Jan Oblak,ATM,LIGA,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,514,872,0,8,268,1,12,0,2,0,0,0,0,0,0,0,0,0,1,1158,0,22,1,132,0,10,0,363,134,0,0,0,0,0,0,0,0,0,0,0,0,25,18,103,65,35,7,0,4,2,19,19,13,241,0,0,0,0,0,1
Mike Maignan,LIL,FRAN,G,38,3420,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,8,586,871,0,12,305,1,19,1,1,0,0,0,0,0,0,0,0,0,0,1227,0,30,2,96,0,12,0,293,98,0,0,0,0,0,0,0,0,0,0,0,0,23,21,88,56,31,9,0,2,1,20,20,13,164,0,0,0,0,0,1
Aaron Ramsdale,SHU,EPL,G,38,3420,38,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,1,1,5,442,1019,0,9,350,2,16,2,4,0,0,0,0,0,0,0,0,0,0,1386,2,102,4,237,0,20,0,586,239,0,0,0,0,0,0,0,0,0,0,0,0,63,5,147,88,58,10,1,4,0,34,34,12,281,0,0,0,0,0,2
Thibaut Courtois,RMA,LIGA,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,843,1077,0,11,319,0,13,1,1,0,0,0,0,0,0,0,0,0,0,1473,0,22,2,49,0,11,0,238,51,0,0,0,0,0,0,0,0,1,0,0,0,28,17,90,58,31,10,1,8,1,22,22,5,131,0,0,0,0,0,0
James Ward-Prowse,SOU,EPL,M,38,3420,38,0,0,5,0,0,8,7,1,0,7,43,24,42,251,55,60,3,19,34,4,75,49,45,27,2102,2434,3,47,288,17,166,0,0,10,8,4,33,16,4,0,0,14,0,3146,23,372,165,1046,8,298,0,592,190,4,3,0,1,50,13,166,163,23,20,10,4,68,9,0,0,0,0,1,0,0,52,52,0,78,0,0,0,1,3,22
Baptiste Reynet,NIM,FRAN,G,38,3420,38,0,0,3,0,0,0,0,0,0,0,2,1,1,0,0,3,1,3,0,0,2,1,1,8,931,1441,0,11,348,1,20,0,2,2,1,0,0,0,0,0,0,0,0,1782,2,46,3,177,0,10,0,513,179,0,0,0,0,0,0,0,0,0,0,0,0,71,8,126,83,42,11,1,10,3,20,20,11,294,0,1,0,0,0,1
Kasper Schmeichel,LEI,EPL,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,751,1067,0,12,256,1,15,0,0,0,0,0,0,0,0,0,0,0,1,1385,0,25,1,76,0,7,0,325,77,0,0,0,0,0,0,0,0,0,0,0,0,50,11,88,69,19,4,0,4,0,17,17,7,241,0,0,0,0,0,2
Walter Benitez,NIC,FRAN,G,38,3420,38,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,817,1039,0,13,279,0,18,2,0,0,0,0,0,0,0,0,0,0,0,1406,0,11,2,49,0,4,0,230,49,0,0,0,0,0,0,0,0,0,0,0,0,53,9,125,65,58,4,0,7,0,12,12,5,145,0,0,0,0,0,0
Tomas Soucek,WHU,EPL,M,38,3419,38,0,0,7,0,1,10,1,0,1,0,64,23,62,9,1,18,2,17,0,18,78,41,69,43,1213,1607,1,234,246,16,364,0,0,52,20,10,12,3,0,1,0,21,1,2185,110,298,308,618,5,27,0,483,116,0,0,0,0,0,0,0,0,8,0,0,0,47,10,0,0,0,0,1,0,0,102,102,0,84,0,0,2,1,7,29
Harry Souttar,STO,EFL,D,38,3417,38,0,0,2,0,1,1,3,0,2,1,28,6,52,0,0,13,4,8,2,24,42,28,23,14,1420,1985,0,204,174,13,273,1,1,27,6,1,1,0,0,0,0,7,0,2460,61,165,117,394,9,47,0,595,282,0,0,0,0,0,0,0,0,8,0,0,0,45,15,0,0,0,0,0,0,0,202,202,0,226,1,0,2,2,0,16
Dylan Bronn,MET,FRAN,D,38,3413,38,0,1,4,0,0,2,0,0,0,0,16,6,44,4,1,7,0,7,0,14,57,37,37,12,1491,1791,1,44,232,15,128,0,0,9,5,2,7,1,0,0,0,9,0,2167,19,151,111,437,4,34,0,332,215,2,1,0,1,0,0,0,0,2,1,0,0,48,8,0,0,0,0,2,0,0,108,108,0,130,1,0,0,1,2,19
Ashley Westwood,BRN,EPL,M,38,3411,38,0,1,7,0,0,3,3,0,1,2,20,7,44,182,45,53,9,33,17,9,23,15,35,42,1608,2045,16,14,244,13,92,0,0,5,4,3,15,3,0,1,0,11,0,2547,20,462,106,943,3,352,0,632,150,0,0,0,0,30,7,89,81,21,1,1,0,55,11,0,0,0,0,0,0,0,30,30,0,161,0,0,0,0,1,19
Stuart Dallas,LEE,EPL,M/D,38,3410,38,0,2,7,0,0,8,2,0,2,0,48,19,44,82,12,26,3,22,2,3,74,45,40,51,1642,1961,9,33,256,22,179,0,1,19,8,4,29,11,4,0,0,34,0,2730,61,426,180,832,6,141,1,505,149,0,0,0,0,3,1,16,14,17,0,0,0,53,12,0,0,0,0,0,0,0,46,46,0,75,0,0,0,2,3,33
Matt Targett,AVL,EPL,M/D,38,3405,38,0,1,7,0,0,0,2,1,1,1,6,2,55,146,27,38,3,28,8,14,83,39,28,22,1314,1684,16,71,177,15,191,0,1,2,1,0,4,1,0,1,0,6,0,2614,37,423,125,787,15,205,0,583,199,0,0,0,0,24,8,14,12,33,1,0,0,44,15,0,0,0,0,1,0,0,87,87,0,117,1,0,0,0,0,25
Luke Ayling,LEE,EPL,M/D,38,3400,38,0,1,7,0,0,0,0,1,0,0,24,6,36,82,14,27,5,26,1,36,108,61,29,54,1881,2381,14,66,279,41,268,0,5,14,2,0,10,4,0,0,0,21,0,3352,70,335,171,787,19,124,1,705,278,0,0,0,0,0,0,0,0,23,0,0,0,54,11,0,0,0,0,1,0,0,77,77,0,175,4,0,2,1,0,59
Andrew Robertson,LIV,EPL,D,38,3385,38,0,3,2,0,0,1,7,0,4,3,19,5,21,294,60,66,11,41,18,9,46,34,23,10,2263,2680,36,30,229,28,113,1,0,14,5,1,5,0,0,0,0,11,0,3683,98,677,114,1412,11,311,1,767,176,0,0,0,0,23,4,119,100,41,0,0,0,42,10,0,0,0,0,1,0,0,68,68,0,79,1,0,8,1,1,53
Tomas Kalas,BRC,EFL,D,40,3383,38,2,2,0,0,0,1,0,0,0,0,11,4,72,6,0,4,1,4,0,63,29,19,7,38,1063,1379,0,178,184,3,245,1,0,9,4,1,2,0,0,0,0,6,0,1928,34,56,82,212,8,14,3,355,135,0,0,0,0,0,0,0,0,3,0,0,0,58,7,0,0,0,0,1,0,0,202,202,0,97,0,0,1,0,1,3
Zak Vyner,BRC,EFL,D,43,3364,38,5,7,4,0,0,2,1,0,1,0,10,5,62,14,2,6,1,5,0,31,53,35,28,10,1020,1471,2,63,179,13,138,1,1,5,2,2,5,3,0,0,0,7,0,1957,16,131,115,341,10,58,1,516,173,0,0,0,0,0,0,0,0,3,0,0,0,57,8,0,0,0,0,0,0,0,124,124,0,117,0,0,1,0,1,16
Dominic Solanke,BOU,EFL,F,40,3353,38,2,12,2,0,0,15,8,0,8,0,109,43,2,7,2,33,6,25,0,6,15,5,49,71,483,671,2,82,91,60,227,0,0,86,36,13,23,7,2,1,2,86,0,1375,195,209,386,335,0,49,0,499,14,0,0,0,0,0,0,0,0,38,0,0,0,37,7,0,0,0,0,0,0,0,31,31,0,6,1,0,22,14,11,124
Ivan Sunjic,BIR,EFL,M,43,3345,38,5,9,9,0,0,0,0,0,0,0,38,7,45,25,4,17,0,17,0,7,71,45,75,17,748,1062,4,38,195,9,135,0,0,13,3,0,25,4,0,0,1,19,0,1510,31,224,211,439,3,51,0,427,59,0,0,0,0,0,0,3,0,7,0,0,0,38,13,0,0,0,0,0,0,0,50,50,0,41,0,0,1,2,0,18
Adam Smith,BOU,EFL,M/D,41,3334,38,3,10,4,0,0,0,5,0,4,1,13,5,28,68,8,30,3,24,1,3,51,38,56,74,1198,1487,8,50,149,22,195,0,2,12,4,0,1,1,0,0,0,29,0,2386,70,326,187,596,14,87,0,514,93,0,0,0,0,1,0,3,1,17,0,0,0,33,11,0,0,0,0,1,0,0,50,50,0,47,0,0,4,3,0,43
Tom Lees,SHW,EFL,D,38,3319,38,0,2,2,0,1,1,1,0,0,1,15,5,68,0,0,15,1,14,0,25,46,28,35,21,930,1338,0,190,199,1,255,2,0,15,5,1,0,0,0,0,0,2,1,1839,50,73,157,191,4,16,0,446,129,0,0,0,0,0,0,0,0,7,0,0,0,50,9,0,0,0,0,1,0,0,205,205,0,91,0,0,6,2,1,2
Omar Richards,REA,EFL,M/D,41,3315,38,3,7,8,0,0,0,0,0,0,0,22,7,56,122,23,21,4,19,2,7,114,72,41,63,1298,1633,21,25,197,55,255,0,1,11,5,0,11,2,0,0,0,41,0,2740,54,298,180,681,11,122,0,668,132,0,0,0,0,2,0,6,5,27,0,0,0,41,13,0,0,0,0,1,0,0,54,54,0,54,2,0,1,0,0,91
Daniel Congre,MON,FRAN,D,38,3294,38,0,4,4,0,0,2,0,0,0,0,13,3,69,2,0,4,0,4,0,32,59,35,29,25,1307,1511,0,73,150,4,159,1,2,13,3,2,0,0,0,0,0,3,0,1944,22,107,107,413,4,7,0,228,237,0,0,0,0,0,0,0,0,2,0,0,0,61,5,0,0,0,0,1,0,0,140,140,0,128,0,0,0,0,1,6
Ken Sema,WAT,EFL,M,41,3286,38,3,17,1,0,0,5,5,0,3,2,26,9,26,176,38,51,11,36,10,2,52,27,46,33,734,960,23,40,145,40,165,0,0,20,8,5,6,1,0,1,0,46,0,1753,112,271,261,483,5,166,0,575,50,0,0,0,0,6,3,68,52,44,3,1,0,26,9,0,0,0,0,0,0,0,26,26,0,34,1,0,11,2,3,95
Gaetan Laborde,MON,FRAN,F,38,3270,38,0,14,3,0,0,16,8,0,8,0,99,41,16,55,11,37,9,29,0,3,43,22,62,30,560,836,11,136,118,33,240,0,1,92,40,16,7,1,0,0,0,31,0,1434,208,202,295,367,4,69,0,502,21,0,0,0,0,1,0,0,0,30,0,0,0,58,4,0,0,0,0,0,0,0,21,21,0,12,1,0,6,9,7,70
Matthew Pearson,LUT,EFL,D,40,3264,38,2,6,4,1,1,2,0,0,0,0,17,4,65,19,4,9,0,8,1,22,71,42,39,35,1015,1575,4,110,172,2,214,0,0,13,4,2,4,0,0,0,0,5,0,2219,29,162,143,348,15,68,0,689,172,0,0,0,0,0,0,1,0,5,0,0,0,38,12,0,0,0,0,1,0,0,125,125,0,123,0,0,1,0,0,3
Nick Powell,STO,EFL,M,39,3125,38,1,20,5,0,0,12,3,0,1,2,71,22,40,77,10,41,6,37,1,6,66,38,89,114,786,1261,10,140,169,16,331,0,0,52,17,12,19,5,0,0,0,42,0,1982,126,361,315,548,0,153,0,708,70,0,0,0,0,1,0,14,4,20,1,0,0,40,5,0,0,0,0,0,0,0,25,25,0,65,1,0,10,5,9,41
Scott Malone,MIL,EFL,D,41,3370,37,4,7,3,0,0,5,2,0,1,1,47,15,61,186,61,62,3,38,22,13,72,45,26,7,846,1185,24,40,199,28,147,0,0,33,12,4,14,3,1,1,0,19,0,2211,98,292,117,555,8,198,0,651,87,0,0,0,0,18,7,70,67,28,3,1,0,45,10,0,0,0,0,0,0,0,44,44,0,49,0,0,0,3,1,47
Youri Tielemans,LEI,EPL,M,38,3358,37,1,2,6,0,0,6,4,3,4,0,49,20,46,138,21,49,3,33,12,8,86,45,37,54,2028,2482,10,35,271,43,217,0,1,16,9,4,33,11,2,0,0,35,0,3151,43,539,184,1194,4,225,0,680,181,2,2,0,0,19,2,99,71,20,4,3,0,50,11,0,0,0,0,0,0,0,16,16,0,115,6,0,0,1,3,64
Fernando Pacheco,ALA,LIGA,G,38,3348,37,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,637,964,0,8,268,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1232,0,54,3,250,0,6,0,335,250,0,0,0,0,0,0,0,0,0,0,0,0,57,9,84,59,25,13,0,3,0,32,32,13,328,0,0,0,0,0,0
Sam McCallum,COV,EFL,D,41,3333,37,4,5,2,0,0,1,2,0,2,0,15,3,78,134,22,28,3,17,9,8,86,52,35,90,713,1216,13,102,219,23,296,0,0,8,2,0,7,1,1,0,0,10,0,2378,22,143,204,351,12,219,0,883,112,0,0,0,0,16,3,12,12,21,0,0,0,44,12,0,0,0,0,1,0,0,67,67,0,69,0,0,1,0,0,48
Emil Audero,SAM,SERI,G,37,3330,37,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,6,699,1065,0,7,306,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1421,1,17,1,139,0,2,0,370,140,0,0,0,0,0,0,0,0,0,0,0,0,54,6,122,82,38,11,0,9,2,23,23,7,268,0,1,0,0,0,0
Steve Mandanda,OM,FRAN,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,740,1122,0,8,333,1,11,4,2,0,0,0,0,0,0,0,0,0,0,1466,0,16,1,101,0,3,0,392,102,0,0,0,0,0,0,0,0,0,0,0,0,45,8,84,46,37,11,0,3,0,19,19,11,184,0,0,0,0,0,1
Unai Simon,ATH,LIGA,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,4,545,859,0,7,293,1,11,6,1,0,0,0,0,0,0,0,0,0,0,1188,0,43,3,160,0,7,0,321,162,0,0,0,0,0,0,0,0,0,0,0,0,40,9,70,45,24,13,1,6,1,15,15,8,241,0,1,0,0,0,1
Gianluigi Donnarumma,MIL,SERI,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,832,1080,0,8,278,1,11,1,1,0,0,0,0,0,0,0,0,0,0,1404,0,15,2,97,0,1,0,253,98,0,0,0,0,0,0,0,0,0,0,0,0,38,14,92,65,24,9,0,4,1,35,35,12,205,0,0,0,0,0,1
Andrea Consigli,SAS,SERI,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,931,1182,0,17,301,0,23,0,4,0,0,0,0,0,0,0,0,0,0,1563,0,25,3,60,0,2,0,257,61,0,0,0,0,0,0,0,0,0,0,0,0,56,7,131,81,49,9,0,5,1,26,26,12,161,0,0,0,0,0,0
Sam Johnstone,WBA,EPL,G,37,3330,37,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,4,479,1108,0,7,363,0,9,0,2,0,0,0,0,0,0,0,0,0,0,1531,0,63,2,207,0,13,0,642,211,0,0,0,0,0,0,0,0,0,0,0,0,74,6,166,103,60,14,1,11,1,38,38,23,311,0,0,0,0,0,0
Vicente Guaita,CRY,EPL,G,37,3330,37,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,457,921,0,11,296,0,15,1,0,0,0,0,0,0,0,0,0,0,0,1250,0,27,1,200,0,2,0,471,200,0,0,0,0,0,0,0,0,0,0,0,0,64,8,106,72,33,7,0,4,1,33,33,22,253,0,0,0,0,0,0
John McGinn,AVL,EPL,M,37,3330,37,0,0,12,0,0,3,5,0,5,0,45,11,43,52,11,42,6,34,3,6,61,37,43,77,1086,1367,7,22,234,52,211,0,2,13,3,1,32,8,2,0,1,35,0,1970,54,422,205,714,0,117,0,472,132,0,0,0,0,2,1,13,10,16,0,0,0,46,14,0,0,0,0,0,0,0,23,23,0,122,2,0,1,2,1,77
Lorenzo Montipo,BEN,SERI,G,37,3330,37,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,628,1059,0,11,285,0,16,2,1,0,0,0,0,0,0,0,0,0,1,1429,0,29,3,143,0,3,0,440,142,0,0,0,0,0,0,0,0,0,0,0,0,74,7,105,75,29,4,2,5,1,41,41,25,270,0,0,0,0,0,0
Rui Patricio,WOL,EPL,G,37,3329,37,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,414,662,0,8,258,0,9,2,1,0,0,0,0,0,0,0,0,0,0,951,0,5,2,79,0,2,0,252,80,0,0,0,0,0,0,0,0,1,0,0,0,51,10,100,68,32,4,0,8,1,8,8,5,174,0,0,0,0,0,0
Ollie Watkins,AVL,EPL,F,37,3329,37,0,0,2,1,1,14,5,0,4,1,97,45,7,22,5,45,8,40,0,2,29,17,47,49,575,804,5,136,77,40,254,0,0,87,42,14,10,3,0,1,0,85,0,1411,241,317,335,486,1,40,0,486,8,2,1,1,0,0,0,1,0,24,0,0,0,46,14,0,0,0,0,0,0,0,23,23,0,6,0,0,31,13,11,70
Thomas Foket,SR,FRAN,M/D,37,3325,37,0,1,4,0,0,0,3,0,3,0,6,3,69,59,14,24,0,20,1,7,77,43,33,34,1197,1494,14,28,181,18,157,1,1,2,2,0,4,1,0,0,1,17,1,2363,26,233,130,483,18,72,0,482,90,0,0,0,0,0,0,0,0,13,0,0,0,49,10,0,0,0,0,0,0,0,74,74,0,92,0,0,4,0,0,30
Juninho Bacuna,HUD,EFL,M,43,3323,37,6,16,5,0,0,5,4,0,3,1,58,17,26,82,22,37,4,25,8,3,43,28,54,64,921,1234,8,32,174,38,176,0,0,21,6,4,37,11,1,0,0,60,0,1969,54,324,271,584,5,148,0,621,63,1,0,1,0,18,3,50,38,15,8,4,0,56,5,0,0,0,0,0,0,0,31,31,0,64,5,0,0,1,3,76
Jean-Louis Leca,RCL,FRAN,G,37,3315,37,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,2,1,10,554,880,0,9,257,0,21,4,0,0,0,0,0,0,0,0,0,0,0,1184,0,43,3,140,0,5,0,330,141,0,0,0,0,0,0,0,0,0,0,0,0,51,8,88,57,31,13,1,10,0,24,24,10,203,0,0,0,0,0,0
Sven Botman,LIL,FRAN,D,37,3311,37,0,2,3,0,0,0,0,0,0,0,16,5,57,1,0,5,0,5,0,21,31,21,14,25,2246,2594,0,120,197,7,180,0,2,15,5,0,1,0,0,0,0,3,0,2962,34,193,86,772,7,23,0,379,398,0,0,0,0,0,0,0,0,7,1,0,0,23,20,0,0,0,0,0,0,0,119,119,0,141,1,0,2,0,0,9
Conor Coady,WOL,EPL,D,37,3304,37,0,1,5,0,0,1,0,0,0,0,7,2,27,0,0,3,0,3,0,32,35,23,22,10,1634,1857,0,41,155,6,91,1,1,6,2,1,1,0,0,0,0,3,0,2170,12,86,69,375,4,14,2,241,281,0,0,0,0,0,0,0,0,2,0,0,0,51,10,0,0,0,0,1,0,0,130,130,0,248,0,2,0,3,0,8
Mahdi Camara,ASS,FRAN,M/D,37,3295,37,0,5,4,0,0,3,2,0,1,1,23,9,78,34,12,24,2,22,0,12,99,67,48,41,1371,1587,12,48,191,31,216,0,0,14,8,3,9,1,0,0,0,21,0,2217,36,221,146,587,1,57,1,337,146,0,0,0,0,0,0,0,0,8,0,0,0,52,11,0,0,0,0,0,0,0,50,50,0,71,0,1,0,5,3,55
Kyle McFadzean,COV,EFL,D,38,3292,37,1,0,5,1,2,2,1,0,1,0,18,5,47,4,1,10,2,8,1,31,29,18,41,32,1082,1438,1,137,175,1,198,2,0,17,5,2,1,0,0,0,0,2,1,1849,42,70,123,226,2,32,0,372,155,0,0,0,0,0,0,0,0,3,0,0,0,45,10,0,0,0,0,3,0,0,174,174,0,133,0,0,0,0,0,2
Sean Morrison,CAR,EFL,D,38,3292,37,1,1,8,0,0,5,2,0,0,2,30,15,55,5,1,10,3,8,0,22,51,29,48,31,790,1252,1,221,163,4,305,1,0,30,15,5,0,0,0,0,1,7,1,1800,100,103,158,286,4,40,0,553,191,0,0,0,0,0,0,0,0,7,0,0,0,32,14,0,0,0,0,2,0,0,151,151,0,113,0,0,4,4,3,7
Predrag Rajkovic,SR,FRAN,G,37,3285,37,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,1,1,12,807,1287,0,13,320,2,23,2,1,0,0,0,0,0,0,0,0,0,0,1642,0,47,4,134,0,24,0,487,134,0,0,0,0,0,0,0,0,0,0,0,0,49,10,114,66,48,10,1,7,2,35,35,18,243,0,0,0,0,0,2
Joao Pedro,CAG,SERI,F,37,3262,37,0,9,4,0,0,16,3,0,3,0,76,35,13,25,4,38,10,35,0,6,13,6,46,98,679,914,4,67,97,39,215,0,0,61,30,15,15,5,1,0,0,32,0,1489,156,258,229,461,1,66,0,418,41,5,4,0,1,1,0,1,0,24,3,0,0,55,4,0,0,0,0,0,0,0,27,27,0,46,1,0,11,6,12,80
Michael Olise,REA,EFL,F,44,3261,37,7,26,3,0,0,7,12,0,4,8,71,25,25,254,63,84,10,39,33,6,40,22,28,97,1371,1681,13,28,185,57,222,0,1,20,9,4,51,16,3,0,0,36,0,2580,53,495,186,955,3,332,0,702,97,2,2,0,0,52,14,140,125,28,17,8,0,42,2,0,0,0,0,0,0,0,16,16,0,100,3,0,6,2,2,101
Roberto Soriano,BOL,SERI,M,37,3255,37,0,5,5,0,0,9,6,2,6,0,61,19,18,34,8,52,15,46,0,8,48,26,75,49,1207,1456,8,34,184,36,167,0,0,30,11,7,31,8,2,0,1,31,0,1993,99,443,227,828,1,83,0,402,105,0,0,0,0,0,0,0,0,17,0,0,0,58,5,0,0,0,0,0,0,0,42,42,0,42,5,0,3,5,6,56
Jack Hunt,BRC,EFL,D,41,3251,37,4,10,5,0,0,2,2,2,1,1,6,3,51,128,24,23,4,20,1,7,46,27,32,27,754,1188,22,30,166,17,119,0,0,4,2,2,2,1,0,0,0,14,0,2083,21,238,158,428,16,170,2,709,129,0,0,0,0,6,2,6,6,20,0,0,0,54,8,0,0,0,0,0,0,0,70,70,0,114,0,0,2,0,0,49
Marc Cucurella,GET,LIGA,M/D,37,3248,37,0,6,8,0,0,3,2,0,2,0,26,8,40,138,26,39,4,33,4,4,64,51,69,60,804,1100,23,71,202,24,217,0,0,11,4,2,15,4,1,0,0,42,0,1878,97,398,275,662,7,148,0,594,44,0,0,0,0,4,2,11,3,28,0,0,0,38,12,0,0,0,0,0,0,0,20,20,0,31,0,0,9,1,2,59
Alan Browne,PNE,EFL,M,38,3244,37,1,5,6,0,1,4,2,0,2,0,40,11,58,55,11,19,2,16,1,14,76,42,50,50,1059,1493,10,122,242,32,278,0,0,21,9,4,19,2,0,0,0,42,0,2305,70,353,274,630,10,100,1,670,112,1,1,0,0,1,1,2,2,16,4,0,0,41,11,0,0,0,0,0,0,0,45,45,0,91,0,0,1,1,1,67
Samir Handanovic,INT,SERI,G,37,3240,37,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,780,920,0,7,215,0,12,3,0,0,0,0,0,0,0,0,0,0,1,1193,0,10,0,54,0,1,0,146,57,0,0,0,0,0,0,0,0,0,0,0,0,33,14,78,54,24,4,0,6,2,9,9,3,141,0,1,0,0,0,0
Tommaso Augello,SAM,SERI,D,37,3220,37,0,4,2,0,1,1,3,0,3,0,8,2,32,148,27,29,7,25,1,2,42,30,13,25,1268,1595,26,44,214,31,139,1,0,4,1,0,4,1,1,0,0,16,0,2435,33,334,97,670,12,159,0,588,133,0,0,0,0,2,1,0,0,25,0,0,0,49,7,0,0,0,0,0,0,0,64,64,0,50,0,0,2,0,0,54
Ovie Ejaria,REA,EFL,M,38,3160,37,1,19,2,0,0,3,5,0,4,1,44,13,39,52,17,63,8,52,6,1,38,25,33,94,1222,1428,9,31,220,102,265,0,0,19,5,1,25,8,2,0,0,95,0,2211,96,381,266,732,7,113,0,516,50,0,0,0,0,6,1,20,17,18,2,0,0,34,7,0,0,0,0,0,0,0,20,20,0,25,4,0,8,0,1,160
Jonathan Hogg,HUD,EFL,M,37,3105,37,0,8,9,0,0,1,0,0,0,0,9,2,42,4,1,11,0,11,0,12,72,46,52,37,1849,2149,1,71,239,4,182,0,1,3,2,1,6,0,0,0,0,18,0,2558,7,327,150,773,5,29,0,365,200,0,0,0,0,0,0,0,0,2,0,0,0,49,9,0,0,0,0,2,0,0,64,64,0,110,1,0,0,1,0,8
Bryan Mbeumo,BRE,EFL,F/M,44,3093,37,7,27,3,0,0,8,10,0,10,0,64,19,26,123,42,56,9,28,18,4,36,16,36,56,567,754,17,38,167,36,166,1,0,50,15,8,14,4,0,0,1,44,0,1412,139,230,209,422,7,154,0,463,22,0,0,0,0,17,6,66,58,23,3,0,0,31,4,0,0,0,0,0,0,0,23,23,0,33,0,0,11,10,4,78
